30002,2017-07-01,2023-09-05,"[特别追梦者]特别周,[无声无瑕]无声铃鹿,[喜乐无边]东海帝王,[绯红方程式]丸善斯基,[星光跃动]小栗帽,[狂野前线]大树快车,[优雅曲线]目白麦昆,[皇帝]鲁道夫象征,[玫瑰之梦]米浴"
30003,2021-01-01,2023-09-05,"[献上全国第一的演出]特别周,[在耀眼景色的前方]无声铃鹿,[有梦想就要大声说出来！]东海帝王,[不沉舰的进击]黄金船,[伏特加之路]伏特加,[万紫千红中一枝独秀]草上飞,[热情的冠军！]神鹰,[期待已久的计谋]青云天空,[划破天空的闪电少女！]玉藻十字,[全身心的感谢]美妙姿势,[飞奔吧，闪耀吧]艾尼风神,[B·N·Winner！]胜利奖券,[冲向前方7厘米之外]空中神宫,[Run（my）way]黄金城,[好快！好吃！好快！]樱花进王,[一颗安心糖]超级溪流,[这就是我的优俊偶像之道☆]醒目飞鹰,[哪怕还不能独当一面]西野花,[必杀技！双胡萝卜拳！]微光飞驹,[欢迎来到特雷森学园！]骏川手纲"
30004,2023-09-05,2023-09-12,[O sole suo！]好歌剧
30005,2023-09-05,2023-09-12,"[特雷森学园]东商变革,[见习魔女与漫漫长夜]东商变革,[“要受人喜爱啊”]小栗帽"
30006,2023-09-12,2023-09-21,[MB-19890425]美浦波旁
30007,2023-09-12,2023-09-21,"[特雷森学园]双涡轮,[特雷森学园]大拓太阳神,[派对人派对夜！]大拓太阳神,[涡轮引擎马力全开！]双涡轮"
30008,2023-09-21,2023-10-03,[pf.胜利公式]琵琶晨光
30009,2023-09-21,2023-10-03,"[特雷森学园]生野狄杜斯,[特雷森学园]目白善信,[热身运动决不可懈怠]生野狄杜斯,[尽管笑我傻吧]目白善信"
30010,2023-10-03,2023-10-19,"[飞跃地平线]东海帝王,[天际尽头]目白麦昆"
30011,2023-10-03,2023-10-19,"[特雷森学园]北部玄驹,[特雷森学园]里见光钻,[特雷森学园]待兼唐怀瑟,[身后迫近的热浪是动力]北部玄驹,[超越那前方的背影]里见光钻"
30012,2023-10-19,2023-10-30,[闪电少女]真机伶
30013,2023-10-19,2023-10-30,"[这是送给你的]西野花,[由故乡直达的助威！]雪之美人"
30014,2023-10-30,2023-11-09,[Nevertheless]成田大进
30015,2023-10-30,2023-11-09,"[特雷森学园]八重无敌,[特雷森学园]荒漠英雄,[推荐你读这本书！]荒漠英雄,[心中的烈火无法抑制]八重无敌"
30016,2023-11-09,2023-11-20,[绝对☆LOVE]醒目飞鹰
30017,2023-11-09,2023-11-20,"[一颗安心糖]超级溪流,[欢迎来到特雷森学园！]骏川手纲"
30018,2023-11-20,2023-12-01,[Maverick]成田白仁
30019,2023-11-20,2023-12-01,"[特雷森学园]采珠,[特雷森学园]樱花千代王,[世界的珍珠，其名为]采珠,[樱花盛开之时]樱花千代王"
30020,2023-12-01,2023-12-14,"[橡木王冠]气槽,[阳光花束]重炮"
30021,2023-12-01,2023-12-14,"[特雷森学园]川上公主,[特雷森学园]菱曙,[身为新娘！]川上公主,[请品尝第一口！]菱曙"
30022,2023-12-14,2023-12-25,[青云垂钓者]青云天空
30023,2023-12-14,2023-12-25,"[在耀眼景色的前方]无声铃鹿,[划破天空的闪电少女！]玉藻十字"
30024,2023-12-25,2024-01-02,[亚马逊青金石]菱亚马逊
30025,2023-12-25,2024-01-02,"[特雷森学园]青竹回忆,[特雷森学园]新光风,[///WARNING GATE///]新光风,[Head-on fight！]青竹回忆"
30026,2024-01-02,2024-01-15,"[圣翠治愈师]草上飞,[羽蛇武斗家]神鹰"
30027,2024-01-02,2024-01-15,"[明天全国都会染红吧♪]青云天空,[起舞今宵]帝王光辉"
30028,2024-01-15,2024-01-23,[流星歌剧]富士奇石
30029,2024-01-15,2024-01-23,"[特雷森学园]目白雅丹,[强风拂心]目白雅丹,[爽快！决胜一击！]目白莱恩"
30030,2024-01-23,2024-02-01,[真我/1928]黄金城
30031,2024-01-23,2024-02-01,"[特雷森学园]成田白仁,[伏特加之路]伏特加,[哪怕还不能独当一面]西野花"
30032,2024-02-01,2024-02-14,"[雀跃♪维他命心拍]特别周,[飞跃☆夏夜]丸善斯基"
30033,2024-02-01,2024-02-14,"[独享冰凉？]东商变革,[全力嬉闹！]胜利奖券"
30034,2024-02-14,2024-02-23,[苍蓝/怒涛]名将怒涛
30035,2024-02-14,2024-02-23,"[献上全国第一的演出]特别周,[有梦想就要大声说出来！]东海帝王"
30036,2024-02-23,2024-03-04,[Meisterschaft]荣进闪耀
30037,2024-02-23,2024-03-04,"[特雷森学园]岛川乔丹,[nail on Turf]岛川乔丹,[即使满身泥土，也要追逐梦想]优秀素质"
30038,2025-05-21,2025-06-02,[吉兆秋风]待兼福来
30039,2025-05-21,2025-06-02,"[特雷森学园]㭴本理子,[幸福就在转角后]米浴,[彻底管理主义]㭴本理子"
30040,2025-05-26,2025-06-05,[Buono☆时尚]菱曙
30041,2025-05-26,2025-06-05,"[好快！好吃！好快！]樱花进王,[必杀技！双胡萝卜拳！]微光飞驹"
30042,2025-05-29,2025-06-07,[超级加急！全彩PP膜特殊加工]爱丽数码
30043,2025-05-29,2025-06-07,"[GRMA拉面♪]美妙姿势,[内心双脚皆温暖]生野狄杜斯"
30044,2025-06-03,2025-06-15,"[Make up Vampire！]米浴,[雪纺丝带木乃伊]超级溪流"
30045,2025-06-03,2025-06-15,"[大闹万圣夜！]玉藻十字,[被授予魔力的英雄]荒漠英雄"
30046,2025-06-12,2025-06-21,[粉红公主]川上公主
30047,2025-06-12,2025-06-21,"[期待已久的计谋]青云天空,[心中的烈火无法抑制]八重无敌"
30048,2025-06-18,2025-06-26,[Creeping Black]曼城茶座
30049,2025-06-18,2025-06-26,"[特雷森学园]中山庆典,[特雷森学园]天狼星象征,[毫不动摇的一等星]天狼星象征,[43、8、1]中山庆典"
30050,2025-06-21,2025-07-02,"[皓月下的神箭手]鲁道夫象征,[秋樱舞娘]黄金城"
30051,2025-06-21,2025-07-02,"[特雷森学园]真机伶,[可爱的你，美丽的你]真机伶,[鸣箭嗤天]成田白仁"
30052,2025-06-30,2025-07-11,[潮流☆Joker]岛川乔丹
30053,2025-06-30,2025-07-11,"[热情的冠军！]神鹰,[身后迫近的热浪是动力]北部玄驹"
30054,2025-07-04,2025-07-14,[宛延曲线]目白多伯
30055,2025-07-04,2025-07-14,"[啰嗦的监督员]伏特加,[舞动吧·躁动吧·狂欢吧！]大拓太阳神"
30056,2025-07-09,2025-07-24,"[奇迹的胜利之星]小栗帽,[嫣红圣诞颂歌]琵琶晨光"
30057,2025-07-09,2025-07-24,"[队形：PARTY]重炮,[倔强的集市]成田大进"
30058,2025-07-17,2025-07-25,[Noble Seamair]美妙姿势
30059,2025-07-17,2025-07-25,"[特雷森学园]稻荷一,[泥泞中微笑前行]稻荷一,[独奏·螺旋卡农]曼城茶座"
30060,2025-07-21,2025-07-30,[疾风迅雷]玉藻十字
30061,2025-07-21,2025-07-30,"[“要受人喜爱啊”]小栗帽,[即使满身泥土，也要追逐梦想]优秀素质"
30062,2025-07-29,2025-08-09,"[新春初晴·宝蓝绚烂]好歌剧,[明媚新春♪樱花绽放]春乌菈菈"
30063,2025-07-29,2025-08-09,"[特雷森学园]爱慕织姬,[夜有黎明，天有祥星]爱慕织姬,[萍水相逢即是福♪]待兼福来"
30064,2025-08-04,2025-08-13,"[特别追梦者]特别周,[雀跃♪维他命心拍]特别周,[无声无瑕]无声铃鹿,[喜乐无边]东海帝王,[飞跃地平线]东海帝王,[绯红方程式]丸善斯基,[飞跃☆夏夜]丸善斯基,[流星歌剧]富士奇石,[星光跃动]小栗帽,[奇迹的胜利之星]小栗帽,[狂野前线]大树快车,[圣翠治愈师]草上飞,[亚马逊青金石]菱亚马逊,[优雅曲线]目白麦昆,[天际尽头]目白麦昆,[羽蛇武斗家]神鹰,[O sole suo！]好歌剧,[新春初晴·宝蓝绚烂]好歌剧,[Maverick]成田白仁,[皇帝]鲁道夫象征,[皓月下的神箭手]鲁道夫象征,[橡木王冠]气槽,[超级加急！全彩PP膜特殊加工]爱丽数码,[青云垂钓者]青云天空,[疾风迅雷]玉藻十字,[Noble Seamair]美妙姿势,[pf.胜利公式]琵琶晨光,[嫣红圣诞颂歌]琵琶晨光,[阳光花束]重炮,[Creeping Black]曼城茶座,[MB-19890425]美浦波旁,[Buono☆时尚]菱曙,[玫瑰之梦]米浴,[Make up Vampire！]米浴,[Meisterschaft]荣进闪耀,[闪电少女]真机"
30065,2025-08-04,2025-08-13,"[针灸师]安心泽刺刺美,[这就是咱们的烤鱿鱼！]玉藻十字,[要不赶紧扎一针？]安心泽刺刺美"
30066,2025-08-11,2025-08-19,[举世无双·樱花耀夜]樱花千代王
30067,2025-08-11,2025-08-19,"[欢迎来到特雷森学园！]骏川手纲,[彻底管理主义]㭴本理子"
30068,2025-08-16,2025-08-27,"[CODE：淋面装饰]美浦波旁,[精确无比·巧克力大师]荣进闪耀"
30069,2025-08-16,2025-08-27,"[饱含心意的纸杯蛋糕]西野花,[极快！最快！花之风暴！]樱花进王"
30070,2025-08-25,2025-09-02,[墨绿柔线]目白雅丹
30071,2025-08-25,2025-09-02,"[给努力的你！]艾尼风神,[“存在”于此的幸福]爱丽数码"
30072,2025-08-28,2025-09-05,[Starry Nocturne]爱慕织姬
30073,2025-08-28,2025-09-05,"[全身心的感谢]美妙姿势,[身为新娘！]川上公主"
30074,2025-09-05,2025-09-16,"[跌跌撞撞向前冲]待兼唐怀瑟,[锦绣·溢彩盛典]北部玄驹"
30075,2025-09-05,2025-09-16,"[特雷森学园]目白光明,[特雷森学园]成田路,[心跳加速的放松运动]目白莱恩,[目标是一等星]爱慕织姬,[响彻吧！模范式问候！]樱花进王,[粉色背影]成田路"
30076,2025-09-16,2025-09-27,[Natural Brilliance]里见光钻
30077,2025-09-16,2025-09-27,"[温馨♪可爱的回忆]真机伶,[让世界更加☆marvelous]美丽周日"
30078,2025-09-27,2025-10-08,[砺光韧线]目白光明
30079,2025-09-27,2025-10-08,"[被授予魔力的英雄]荒漠英雄,[可爱的你，美丽的你]真机伶"
30080,2025-09-29,2025-10-12,"[胜利之星]富士奇石,[星夜猫咪舞会]青云天空"
30081,2025-09-29,2025-10-12,"[Enchaînement]鲁道夫象征,[Escorte étoile]天狼星象征"
30082,2025-10-06,2025-10-14,[叠瓣花蕾]西野花
30083,2025-10-06,2025-10-14,"[淘气魔女修行中]东商变革,[Outfit as No.1]大和赤骥"
30084,2025-10-13,2025-10-22,[四白流星之袭]八重无敌
30085,2025-10-13,2025-10-22,"[飞奔吧，闪耀吧]艾尼风神,[涡轮引擎马力全开！]双涡轮"
30086,2025-10-20,2025-11-01,"[RUN＆WIN]优秀素质,[洁白傲气的激励之服]帝王光辉"
30087,2025-10-20,2025-11-01,"[收下这份鼓励吧！]青竹回忆,[那声加油改变了世界]采珠"
30088,2025-10-30,2025-11-09,[全时狂欢]艾尼风神
30089,2025-10-30,2025-11-09,"[特雷森学园]千明代表,[Step！Smile！Wink！]东海帝王,[Dear Mr. C.B.]千明代表"
30090,2025-11-03,2025-11-13,[Line Breakthrough]目白善信
30091,2025-11-03,2025-11-13,"[幸福就在转角后]米浴,[萍水相逢即是福♪]待兼福来"
30092,2025-11-07,2025-11-18,"[Titania]美妙姿势,[朔月挚爱]真机伶"
30093,2025-11-07,2025-11-18,"[乌菈菈的热情之歌♪]春乌菈菈,[可爱的金兰之交们]生野狄杜斯"
30094,2025-11-17,2025-11-27,[稻荷因缘江户紫]稻荷一
30095,2025-11-17,2025-11-27,"[樱花盛开之时]樱花千代王,[夜有黎明，天有祥星]爱慕织姬"
30096,2025-11-23,2025-12-03,[悬铃木魔女]东商变革
30097,2025-11-23,2025-12-03,"[我真的很喜欢吃饭]小栗帽,[坏蛋，举起手来！]大树快车"
30098,2025-11-27,2025-12-08,"[Bubblegum☆Memories]大树快车,[假日宝石蓝]目白多伯"
30099,2025-11-27,2025-12-08,"[光芒四射地奔跑吧∞]神鹰,[待兼唐☆大冒险]待兼唐怀瑟"
30100,2025-12-05,2025-12-14,[unsigned]空中神宫
30101,2025-12-05,2025-12-14,"[金色志向]黄金城,[奔向理想的熏风]气槽"
30102,2025-12-12,2025-12-21,"[Maverick]成田白仁,[青云垂钓者]青云天空"
30103,2025-12-12,2025-12-21,"[特雷森学园]鹤丸强志,[满身泥泞的伙伴]神鹰,[尊尚敬爱]聚于王座之人"
50001,2021-01-01,2038-01-19,"[特别追梦者]特别周,[无声无瑕]无声铃鹿,[喜乐无边]东海帝王,[绯红方程式]丸善斯基,[星光跃动]小栗帽,[狂野前线]大树快车,[优雅曲线]目白麦昆,[皇帝]鲁道夫象征,[玫瑰之梦]米浴"
50002,2021-01-01,2038-01-19,"[献上全国第一的演出]特别周,[在耀眼景色的前方]无声铃鹿,[有梦想就要大声说出来！]东海帝王,[不沉舰的进击]黄金船,[伏特加之路]伏特加,[万紫千红中一枝独秀]草上飞,[热情的冠军！]神鹰,[期待已久的计谋]青云天空,[划破天空的闪电少女！]玉藻十字,[全身心的感谢]美妙姿势,[飞奔吧，闪耀吧]艾尼风神,[B·N·Winner！]胜利奖券,[冲向前方7厘米之外]空中神宫,[Run（my）way]黄金城,[好快！好吃！好快！]樱花进王,[一颗安心糖]超级溪流,[这就是我的优俊偶像之道☆]醒目飞鹰,[哪怕还不能独当一面]西野花,[必杀技！双胡萝卜拳！]微光飞驹,[欢迎来到特雷森学园！]骏川手纲"
50003,2025-05-21,2025-06-27,"[特别追梦者]特别周,[雀跃♪维他命心拍]特别周,[无声无瑕]无声铃鹿,[喜乐无边]东海帝王,[飞跃地平线]东海帝王,[绯红方程式]丸善斯基,[飞跃☆夏夜]丸善斯基,[流星歌剧]富士奇石,[星光跃动]小栗帽,[狂野前线]大树快车,[圣翠治愈师]草上飞,[亚马逊青金石]菱亚马逊,[优雅曲线]目白麦昆,[天际尽头]目白麦昆,[羽蛇武斗家]神鹰,[O sole suo！]好歌剧,[Maverick]成田白仁,[皇帝]鲁道夫象征,[橡木王冠]气槽,[青云垂钓者]青云天空,[pf.胜利公式]琵琶晨光,[阳光花束]重炮,[MB-19890425]美浦波旁,[玫瑰之梦]米浴,[Meisterschaft]荣进闪耀,[闪电少女]真机伶,[真我/1928]黄金城,[绝对☆LOVE]醒目飞鹰,[Nevertheless]成田大进,[苍蓝/怒涛]名将怒涛"
50004,2025-05-21,2025-06-27,"[献上全国第一的演出]特别周,[在耀眼景色的前方]无声铃鹿,[有梦想就要大声说出来！]东海帝王,[不沉舰的进击]黄金船,[伏特加之路]伏特加,[万紫千红中一枝独秀]草上飞,[热情的冠军！]神鹰,[期待已久的计谋]青云天空,[划破天空的闪电少女！]玉藻十字,[全身心的感谢]美妙姿势,[飞奔吧，闪耀吧]艾尼风神,[B·N·Winner！]胜利奖券,[冲向前方7厘米之外]空中神宫,[Run（my）way]黄金城,[好快！好吃！好快！]樱花进王,[一颗安心糖]超级溪流,[这就是我的优俊偶像之道☆]醒目飞鹰,[哪怕还不能独当一面]西野花,[必杀技！双胡萝卜拳！]微光飞驹,[欢迎来到特雷森学园！]骏川手纲,[“要受人喜爱啊”]小栗帽,[涡轮引擎马力全开！]双涡轮,[尽管笑我傻吧]目白善信,[身后迫近的热浪是动力]北部玄驹,[超越那前方的背影]里见光钻,[由故乡直达的助威！]雪之美人,[心中的烈火无法抑制]八重无敌,["
50005,2025-08-04,2025-09-22,"[特别追梦者]特别周,[雀跃♪维他命心拍]特别周,[无声无瑕]无声铃鹿,[喜乐无边]东海帝王,[飞跃地平线]东海帝王,[绯红方程式]丸善斯基,[飞跃☆夏夜]丸善斯基,[流星歌剧]富士奇石,[星光跃动]小栗帽,[奇迹的胜利之星]小栗帽,[狂野前线]大树快车,[圣翠治愈师]草上飞,[亚马逊青金石]菱亚马逊,[优雅曲线]目白麦昆,[天际尽头]目白麦昆,[羽蛇武斗家]神鹰,[O sole suo！]好歌剧,[新春初晴·宝蓝绚烂]好歌剧,[Maverick]成田白仁,[皇帝]鲁道夫象征,[皓月下的神箭手]鲁道夫象征,[橡木王冠]气槽,[超级加急！全彩PP膜特殊加工]爱丽数码,[青云垂钓者]青云天空,[疾风迅雷]玉藻十字,[Noble Seamair]美妙姿势,[pf.胜利公式]琵琶晨光,[嫣红圣诞颂歌]琵琶晨光,[阳光花束]重炮,[Creeping Black]曼城茶座,[MB-19890425]美浦波旁,[Buono☆时尚]菱曙,[玫瑰之梦]米浴,[Make up Vampire！]米浴,[Meisterschaft]荣进闪耀,[闪电少女]真机"
50006,2025-08-04,2025-09-22,"[献上全国第一的演出]特别周,[在耀眼景色的前方]无声铃鹿,[有梦想就要大声说出来！]东海帝王,[不沉舰的进击]黄金船,[伏特加之路]伏特加,[万紫千红中一枝独秀]草上飞,[热情的冠军！]神鹰,[期待已久的计谋]青云天空,[划破天空的闪电少女！]玉藻十字,[全身心的感谢]美妙姿势,[飞奔吧，闪耀吧]艾尼风神,[B·N·Winner！]胜利奖券,[冲向前方7厘米之外]空中神宫,[Run（my）way]黄金城,[好快！好吃！好快！]樱花进王,[一颗安心糖]超级溪流,[这就是我的优俊偶像之道☆]醒目飞鹰,[哪怕还不能独当一面]西野花,[必杀技！双胡萝卜拳！]微光飞驹,[欢迎来到特雷森学园！]骏川手纲,[“要受人喜爱啊”]小栗帽,[涡轮引擎马力全开！]双涡轮,[尽管笑我傻吧]目白善信,[身后迫近的热浪是动力]北部玄驹,[超越那前方的背影]里见光钻,[由故乡直达的助威！]雪之美人,[心中的烈火无法抑制]八重无敌,["
50007,2025-09-16,2025-10-08,"[特别追梦者]特别周,[雀跃♪维他命心拍]特别周,[无声无瑕]无声铃鹿,[喜乐无边]东海帝王,[飞跃地平线]东海帝王,[绯红方程式]丸善斯基,[飞跃☆夏夜]丸善斯基,[流星歌剧]富士奇石,[星光跃动]小栗帽,[奇迹的胜利之星]小栗帽,[狂野前线]大树快车,[圣翠治愈师]草上飞,[亚马逊青金石]菱亚马逊,[优雅曲线]目白麦昆,[天际尽头]目白麦昆,[羽蛇武斗家]神鹰,[O sole suo！]好歌剧,[新春初晴·宝蓝绚烂]好歌剧,[Maverick]成田白仁,[皇帝]鲁道夫象征,[皓月下的神箭手]鲁道夫象征,[橡木王冠]气槽,[超级加急！全彩PP膜特殊加工]爱丽数码,[青云垂钓者]青云天空,[疾风迅雷]玉藻十字,[Noble Seamair]美妙姿势,[pf.胜利公式]琵琶晨光,[嫣红圣诞颂歌]琵琶晨光,[阳光花束]重炮,[Creeping Black]曼城茶座,[MB-19890425]美浦波旁,[CODE：淋面装饰]美浦波旁,[Buono☆时尚]菱曙,[玫瑰之梦]米浴,[Make up Vampire！]米浴,[Starry Nocturne"
50008,2025-09-16,2025-10-08,"[献上全国第一的演出]特别周,[在耀眼景色的前方]无声铃鹿,[有梦想就要大声说出来！]东海帝王,[不沉舰的进击]黄金船,[伏特加之路]伏特加,[万紫千红中一枝独秀]草上飞,[热情的冠军！]神鹰,[期待已久的计谋]青云天空,[划破天空的闪电少女！]玉藻十字,[全身心的感谢]美妙姿势,[飞奔吧，闪耀吧]艾尼风神,[B·N·Winner！]胜利奖券,[冲向前方7厘米之外]空中神宫,[Run（my）way]黄金城,[好快！好吃！好快！]樱花进王,[一颗安心糖]超级溪流,[这就是我的优俊偶像之道☆]醒目飞鹰,[哪怕还不能独当一面]西野花,[必杀技！双胡萝卜拳！]微光飞驹,[欢迎来到特雷森学园！]骏川手纲,[“要受人喜爱啊”]小栗帽,[涡轮引擎马力全开！]双涡轮,[尽管笑我傻吧]目白善信,[身后迫近的热浪是动力]北部玄驹,[超越那前方的背影]里见光钻,[由故乡直达的助威！]雪之美人,[心中的烈火无法抑制]八重无敌,["
202430004,2024-03-04,2024-03-11,[O sole suo！]好歌剧
202430005,2024-03-04,2024-03-11,"[特雷森学园]东商变革,[见习魔女与漫漫长夜]东商变革,[“要受人喜爱啊”]小栗帽"
202430006,2024-03-04,2024-03-11,[MB-19890425]美浦波旁
202430007,2024-03-04,2024-03-11,"[特雷森学园]双涡轮,[特雷森学园]大拓太阳神,[派对人派对夜！]大拓太阳神,[涡轮引擎马力全开！]双涡轮"
202430008,2024-03-04,2024-03-11,[pf.胜利公式]琵琶晨光
